Name,Owner,Category,Description,Tags,Quantization,Max Context Tokens,Pricing Type,Pricing,Deprecated,Replaced By
openai/gpt-oss-120b,openai,text-generation,"gpt-oss-120b is an open-weight, 117B-parameter Mixture-of-Experts (MoE) language model from OpenAI designed for high-reasoning, agentic, and general-purpose production use cases. The model supports configurable reasoning depth, full chain-of-thought access, and native tool use, including function calling, browsing, and structured output generation.",openai; tools; reasoning; structured-output; json,bfloat16,131072,tokens,$0.0390 in/1M tokens; $0.1900 out/1M tokens,,
openai/gpt-oss-120b-Turbo,openai,text-generation,,openai; tools; reasoning; json; structured-output,bfloat16,131072,tokens,$0.1500 in/1M tokens; $0.6000 out/1M tokens,,
openai/gpt-oss-20b,openai,text-generation,"gpt-oss-20b is an open-weight 21B parameter model released by OpenAI under the Apache 2.0 license. It uses a Mixture-of-Experts (MoE) architecture with 3.6B active parameters per forward pass, optimized for lower-latency inference. The model is trained in OpenAI’s Harmony response format and supports reasoning level configuration, fine-tuning, and agentic capabilities including function calling, tool use, and structured outputs.",openai; tools; reasoning; json; structured-output,bfloat16,131072,tokens,$0.0300 in/1M tokens; $0.1400 out/1M tokens,,
openai/whisper-base,openai,automatic-speech-recognition,"Whisper is a pre-trained model for automatic speech recognition (ASR) and speech translation. It was trained on 680k hours of labelled data and demonstrates a strong ability to generalize to many datasets and domains without fine-tuning.  The model is based on a Transformer encoder-decoder architecture.  Whisper models are available for various languages including English, Spanish, French, German, Italian, Portuguese, Russian, Chinese, Japanese, Korean, and many more.",,,,time,$NaN/second,Yes,openai/whisper-large-v3
openai/whisper-base.en,openai,automatic-speech-recognition,"Whisper is a pre-trained model for automatic speech recognition (ASR) and speech translation. It was trained on 680k hours of labelled data and demonstrated a strong ability to generalise to many datasets and domains without fine-tuning. Whisper checks pens are available in five configurations of varying model sizes, including a smallest configuration trained on English-only data and a largest configuration trained on multilingual data. This one is English-only.",,,,time,$NaN/second,Yes,openai/whisper-large-v3
openai/whisper-large-v3,openai,automatic-speech-recognition,Whisper is a general-purpose speech recognition model. It is trained on a large dataset of diverse audio and is also a multi-task model that can perform multilingual speech recognition as well as speech translation and language identification.,,,,input_length,$0.0000/second,,
openai/whisper-large-v3-turbo,openai,automatic-speech-recognition,"Whisper is a state-of-the-art model for automatic speech recognition (ASR) and speech translation, proposed in the paper ""Robust Speech Recognition via Large-Scale Weak Supervision"" by Alec Radford  et al. from OpenAI. Trained on >5M hours of labeled data, Whisper demonstrates a strong ability to generalise to many datasets and domains in a zero-shot setting. Whisper large-v3-turbo is a finetuned version of a pruned Whisper large-v3. In other words, it's the exact same model, except that the number of decoding layers have reduced from 32 to 4. As a result, the model is way faster, at the expense of a minor quality degradation.",,,,input_length,$0.0000/second,,
openai/whisper-medium.en,openai,automatic-speech-recognition,"Whisper is a pre-trained model for automatic speech recognition (ASR) and speech translation. Trained on 680k hours of labelled data, Whisper models demonstrate a strong ability to generalise to many datasets and domains without fine-tuning. The primary intended users of these models are AI researchers studying robustness, generalisation, and capabilities of the current model.",,,,time,$NaN/second,Yes,openai/whisper-large-v3
openai/whisper-small.en,openai,automatic-speech-recognition,"Whisper is a pre-trained model for automatic speech recognition (ASR) and speech translation, trained on 680k hours of labelled data without the need for fine-tuning. It is a Transformer based encoder-decoder model, trained on either English-only or multilingual data, and is available in five configurations of varying model sizes. The models were trained on the tasks of speech recognition and speech translation, predicting transcriptions in the same or different languages as the audio.",,,,time,$NaN/second,Yes,openai/whisper-large-v3
openai/whisper-timestamped-medium,openai,automatic-speech-recognition,"Whisper is a set of multi-lingual, robust speech recognition models trained by OpenAI that achieve state-of-the-art results in many languages. Whisper models were trained to predict approximate timestamps on speech segments (most of the time with 1-second accuracy), but they cannot originally predict word timestamps. This version has implementation to predict word timestamps and provide a more accurate estimation of speech segments when transcribing with Whisper models.",,,,time,$NaN/second,Yes,openai/whisper-large-v3
openai/whisper-timestamped-medium.en,openai,automatic-speech-recognition,"Whisper is a set of multi-lingual, robust speech recognition models trained by OpenAI that achieve state-of-the-art results in many languages. Whisper models were trained to predict approximate timestamps on speech segments (most of the time with 1-second accuracy), but they cannot originally predict word timestamps. This variant contains implementation to predict word timestamps and provide a more accurate estimation of speech segments when transcribing with Whisper models.",,,,time,$NaN/second,Yes,openai/whisper-large-v3
openai/whisper-tiny.en,openai,automatic-speech-recognition,"Whisper is a pre-trained model for automatic speech recognition (ASR) and speech translation, trained on 680k hours of labeled data without fine-tuning. It's a Transformer based encoder-decoder model, trained on English-only or multilingual data, predicting transcriptions in the same or different language as the audio. Whisper checkpoints come in five configurations of varying model sizes.",,,,time,$NaN/second,Yes,openai/whisper-large-v3
openbmb/MiniCPM-Llama3-V-2_5,openbmb,text-generation,,openai; cc-native; multimodal,,8192,tokens,$0.3400 in/1M tokens; $0.3400 out/1M tokens,Yes,meta-llama/Llama-3.2-11B-Vision-Instruct
openchat/openchat-3.6-8b,openchat,text-generation,Openchat 3.6 is a LLama-3-8b fine tune that outperforms it on multiple benchmarks.,openai,bfloat16,8192,tokens,$0.0550 in/1M tokens; $0.0550 out/1M tokens,Yes,meta-llama/Meta-Llama-3.1-8B-Instruct
openchat/openchat_3.5,openchat,text-generation,"OpenChat is a library of open-source language models that have been fine-tuned with C-RLFT, a strategy inspired by offline reinforcement learning. These models can learn from mixed-quality data without preference labels and have achieved exceptional performance comparable to ChatGPT. The developers of OpenChat are dedicated to creating a high-performance, commercially viable, open-source large language model and are continuously making progress towards this goal.",openai; json,fp16,8192,tokens,$0.0550 in/1M tokens; $0.0550 out/1M tokens,Yes,meta-llama/Meta-Llama-3.1-8B-Instruct
run-diffusion/Juggernaut-Flux,run-diffusion,text-to-image,"A drop-in replacement for Flux [Dev] that delivers sharper details, richer colors, and enhanced realism, while instantly boosting LoRAs and LyCORIS with full compatibility.",,,,image_units,$0.009000/image unit,Yes,black-forest-labs/FLUX-1-dev
run-diffusion/Juggernaut-Lightning-Flux,run-diffusion,text-to-image,"Blazing-fast, high-quality images rendered at five times the speed of Flux. Perfect for mood boards and mass ideation, this model excels in both realism and prompt adherence.",,,,image_units,$0.009000/image unit,Yes,black-forest-labs/FLUX-1-schnell
runwayml/stable-diffusion-v1-5,runwayml,text-to-image,"Most widely used version of Stable Diffusion. Trained on 512x512 images, it can generate realistic images given text description",,,,time,$NaN/second,Yes,stabilityai/sdxl-turbo
sentence-transformers/all-MiniLM-L12-v2,sentence-transformers,embeddings,We present a sentence transformation model that generates semantically similar sentences. Our model is based on the Sentence-Transformers architecture and was trained on a large dataset of sentence pairs. We evaluate the effectiveness of our model by measuring its ability to generate similar sentences that are close to the original sentence in meaning.,,,512,input_tokens,$0.0050/1M tokens,,
sentence-transformers/all-MiniLM-L6-v2,sentence-transformers,embeddings,"We present a sentence transformation model that achieves state-of-the-art results on various NLP tasks without requiring task-specific architectures or fine-tuning. Our approach leverages contrastive learning and utilizes a variety of datasets to learn robust sentence representations. We evaluate our model on several benchmarks and demonstrate its effectiveness in various applications such as text classification, sentiment analysis, named entity recognition, and question answering.",,,512,input_tokens,$0.0050/1M tokens,,
sentence-transformers/all-mpnet-base-v2,sentence-transformers,embeddings,"A sentence transformation model that has been trained on a wide range of datasets, including but not limited to S2ORC, WikiAnwers, PAQ, Stack Exchange, and Yahoo! Answers. Our model can be used for various NLP tasks such as clustering, sentiment analysis, and question answering.",,,512,input_tokens,$0.0050/1M tokens,,
sentence-transformers/clip-ViT-B-32,sentence-transformers,embeddings,"The CLIP model maps text and images to a shared vector space, enabling various applications such as image search, zero-shot image classification, and image clustering. The model can be used easily after installation, and its performance is demonstrated through zero-shot ImageNet validation set accuracy scores. Multilingual versions of the model are also available for 50+ languages.",,,77,input_tokens,$0.0050/1M tokens,,
sentence-transformers/clip-ViT-B-32-multilingual-v1,sentence-transformers,embeddings,"This model is a multilingual version of the OpenAI CLIP-ViT-B32 model, which maps text and images to a common dense vector space. It includes a text embedding model that works for 50+ languages and an image encoder from CLIP. The model was trained using Multilingual Knowledge Distillation, where a multilingual DistilBERT model was trained as a student model to align the vector space of the original CLIP image encoder across many languages.",,,512,input_tokens,$0.0050/1M tokens,,
sentence-transformers/multi-qa-mpnet-base-dot-v1,sentence-transformers,embeddings,"We present a sentence transformation model that maps sentences and paragraphs to a 768-dimensional dense vector space, suitable for semantic search tasks. The model is trained on 215 million question-answer pairs from various sources, including WikiAnswers, PAQ, Stack Exchange, MS MARCO, GOOAQ, Amazon QA, Yahoo Answers, Search QA, ELI5, and Natural Questions. Our model uses a contrastive learning objective.",,,512,input_tokens,$0.0050/1M tokens,,
sentence-transformers/paraphrase-MiniLM-L6-v2,sentence-transformers,embeddings,"We present a sentence similarity model based on the Sentence Transformers architecture, which maps sentences to a 384-dimensional dense vector space. The model uses a pre-trained BERT encoder and applies mean pooling on top of the contextualized word embeddings to obtain sentence embeddings. We evaluate the model on the Sentence Embeddings Benchmark.",,,512,input_tokens,$0.0050/1M tokens,,
sesame/csm-1b,sesame,text-to-speech,CSM (Conversational Speech Model) is a speech generation model from Sesame that generates RVQ audio codes from text and audio inputs. The model architecture employs a Llama backbone and a smaller audio decoder that produces Mimi audio codes.,,,,input_character_length,$NaN/1M characters,,
shibing624/text2vec-base-chinese,shibing624,embeddings,"A sentence similarity model that can be used for various NLP tasks such as text classification, sentiment analysis, named entity recognition, question answering, and more. It utilizes the CoSENT architecture, which consists of a transformer encoder and a pooling module, to encode input texts into vectors that capture their semantic meaning. The model was trained on the nli_zh dataset and achieved high performance on various benchmark datasets.",,,512,input_tokens,$0.0050/1M tokens,,
stabilityai/sd3.5,stabilityai,text-to-image,"At 8 billion parameters, with superior quality and prompt adherence, this base model is the most powerful in the Stable Diffusion family. This model is ideal for professional use cases at 1 megapixel resolution",no-free-anon,,,image_units,$0.060000/image unit,Yes,stabilityai/sdxl-turbo
stabilityai/sd3.5-medium,stabilityai,text-to-image,"  At 2.5 billion parameters, with improved MMDiT-X architecture and training methods, this model is designed to run “out of the box” on consumer hardware, striking a balance between quality and ease of customization. It is capable of generating images ranging between 0.25 and 2 megapixel resolution. ",no-free-anon,bf16,,image_units,$0.030000/image unit,Yes,stabilityai/sdxl-turbo
stabilityai/sdxl-turbo,stabilityai,text-to-image,"The SDXL Turbo model, developed by Stability AI, is an optimized, fast text-to-image generative model. It is a distilled version of SDXL 1.0, leveraging Adversarial Diffusion Distillation (ADD) to generate high-quality images in less steps.",,,,image_units,$0.000200/image unit,,
stabilityai/stable-diffusion-2-1,stabilityai,text-to-image,Stable Diffusion is a latent text-to-image diffusion model. Generate realistic images given text description,,,,time,$NaN/second,Yes,stabilityai/sdxl-turbo
thenlper/gte-base,thenlper,embeddings,"The GTE models are trained by Alibaba DAMO Academy. They are mainly based on the BERT framework and currently offer three different sizes of models, including GTE-large, GTE-base, and GTE-small. The GTE models are trained on a large-scale corpus of relevance text pairs, covering a wide range of domains and scenarios. This enables the GTE models to be applied to various downstream tasks of text embeddings, including information retrieval, semantic textual similarity, text reranking, etc.",,,512,input_tokens,$0.0050/1M tokens,,
thenlper/gte-large,thenlper,embeddings,"The GTE models are trained by Alibaba DAMO Academy. They are mainly based on the BERT framework and currently offer three different sizes of models, including GTE-large, GTE-base, and GTE-small. The GTE models are trained on a large-scale corpus of relevance text pairs, covering a wide range of domains and scenarios. This enables the GTE models to be applied to various downstream tasks of text embeddings, including information retrieval, semantic textual similarity, text reranking, etc.",,,512,input_tokens,$0.0100/1M tokens,,
zai-org/GLM-4.5,zai-org,text-generation,"The GLM-4.5 series models are foundation models designed for intelligent agents. GLM-4.5 has 355 billion total parameters with 32 billion active parameters, while GLM-4.5-Air adopts a more compact design with 106 billion total parameters and 12 billion active parameters. GLM-4.5 models unify reasoning, coding, and intelligent agent capabilities to meet the complex demands of intelligent agent applications.",openai; cc-native; tools; reasoning; json,fp8,131072,tokens,$0.3800 in/1M tokens; $1.6000 out/1M tokens,Yes,zai-org/GLM-4.6
zai-org/GLM-4.5-Air,zai-org,text-generation,"The GLM-4.5 series models are foundation models designed for intelligent agents. GLM-4.5 has 355 billion total parameters with 32 billion active parameters, while GLM-4.5-Air adopts a more compact design with 106 billion total parameters and 12 billion active parameters. GLM-4.5 models unify reasoning, coding, and intelligent agent capabilities to meet the complex demands of intelligent agent applications.",openai; cc-native; tools; reasoning,fp8,131072,tokens,$0.2000 in/1M tokens; $1.1000 out/1M tokens,Yes,openai/gpt-oss-20b
zai-org/GLM-4.6,zai-org,text-generation,"Compared with GLM-4.5, GLM-4.6 brings several key improvements:  Longer context window: The context window has been expanded from 128K to 200K tokens, enabling the model to handle more complex agentic tasks. Superior coding performance: The model achieves higher scores on code benchmarks and demonstrates better real-world performance in applications such as Claude Code、Cline、Roo Code and Kilo Code, including improvements in generating visually polished front-end pages. Advanced reasoning: GLM-4.6 shows a clear improvement in reasoning performance and supports tool use during inference, leading to stronger overall capability. More capable agents: GLM-4.6 exhibits stronger performance in tool using and search-based agents, and integrates more effectively within agent frameworks. Refined writing: Better aligns with human preferences in style and readability, and performs more naturally in role-playing scenarios.",openai; tools; reasoning; can-disable-reasoning; structured-output; json,fp4,202752,tokens,$0.0800 cached/1M tokens; $0.4300 in/1M tokens; $1.7400 out/1M tokens,,
zai-org/GLM-4.6V,zai-org,text-generation,"This model is part of the GLM-V family of models, introduced in the paper GLM-4.1V-Thinking and GLM-4.5V: Towards Versatile Multimodal Reasoning with Scalable Reinforcement Learning.",openai; cc-native; tools; json; structured-output; can-disable-reasoning; multimodal,fp8,131072,tokens,$0.3000 in/1M tokens; $0.9000 out/1M tokens,,
zai-org/GLM-4.7,zai-org,text-generation,"GLM-4.7 is a state-of-the-art, multilingual Mixture-of-Experts (MoE) language model designed for complex reasoning, agentic coding, and tool use. Building on its predecessor GLM-4.6, it delivers significant improvements across key benchmarks, including multilingual SWE-bench, Terminal Bench, and reasoning-heavy evaluations like HLE. The model features advanced ""Interleaved Thinking"" and new ""Preserved Thinking"" modes, allowing it to reason before actions and maintain consistency across long, multi-turn tasks. With 358 billion parameters, GLM-4.7 excels in generating clean code, modern UI elements, and sophisticated reasoning outputs.",json; can-disable-reasoning; openai; structured-output; tools; reasoning,fp4,202752,tokens,$0.0800 cached/1M tokens; $0.4000 in/1M tokens; $1.7500 out/1M tokens,,
zai-org/GLM-5,zai-org,text-generation,"GLM-5 is an advanced, open-source large language model designed for developers tackling the toughest challenges. It excels at long-context reasoning, multi-step tool orchestration, and complex systems engineering, making it the ideal choice for powering sophisticated agents and applications that require high-level cognitive tasks.",openai; reasoning; can-disable-reasoning; structured-output; tools; json,fp8,202752,tokens,$0.1600 cached/1M tokens; $0.8000 in/1M tokens; $2.5600 out/1M tokens,,
